,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t9,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,F
2080,0.39716,0.43891,0.47061000000000003,0.49257,0.51532,0.5220600000000001,0.49636,0.45352,0.40545,0.36751,0.33971,0.32918000000000003,0.3435,0.35224,0.35162,0.36885,0.39042,0.40763,0.41648,0.42954,0.46221,0.50138,0.53295,0.55102,0.55689,0.56167,0.55396,0.51678,0.46138,0.40016,0.34964,0.31664000000000003,0.30732,0.32374,0.32696,0.31711,0.32482,0.33899999999999997,0.34965,0.36329,8
2793,0.15627,0.19562000000000002,0.23438,0.26655,0.29825999999999997,0.32179,0.32498,0.31514000000000003,0.29694,0.27374,0.24963000000000002,0.22213000000000002,0.19304000000000002,0.16277,0.14205,0.12545,0.12803,0.13282,0.13143,0.13446,0.15904000000000001,0.19841,0.23715,0.26939,0.30117,0.32474000000000003,0.32779,0.31793000000000005,0.29967,0.27635,0.25201,0.22414,0.1946,0.16374,0.14228,0.12379000000000001,0.12614,0.13078,0.12911,0.13193,5
2993,0.21233000000000002,0.24428000000000002,0.27723000000000003,0.30435999999999996,0.33523000000000003,0.35181999999999997,0.34469,0.32266999999999996,0.29541,0.2751,0.26757,0.26750999999999997,0.2742,0.27978000000000003,0.26308000000000004,0.23851999999999998,0.22695,0.22116,0.20655,0.19783,0.21306999999999998,0.24495,0.27784000000000003,0.30496999999999996,0.33586,0.35248,0.34535,0.32332,0.29599000000000003,0.27545,0.26763000000000003,0.26723,0.27358000000000005,0.27891,0.26213000000000003,0.23754,0.22609,0.22032,0.2057,0.19702999999999998,3
6163,0.49792,0.50544,0.51339,0.51883,0.51537,0.4915,0.4443,0.38524,0.32985,0.29782,0.30285,0.35373000000000004,0.41548999999999997,0.4709,0.51374,0.5201,0.50002,0.5058199999999999,0.5087,0.5020100000000001,0.49818,0.50565,0.51356,0.5189199999999999,0.51549,0.4917,0.44455,0.38547,0.32998,0.2978,0.30262,0.35336999999999996,0.41508999999999996,0.47046000000000004,0.5133300000000001,0.51978,0.49968,0.50545,0.50836,0.50171,7
4669,0.43291,0.46058000000000004,0.4856,0.50549,0.53249,0.5404,0.5150399999999999,0.46766,0.40852,0.35026,0.31085,0.29599000000000003,0.31808000000000003,0.35925999999999997,0.39005,0.38996,0.38027,0.39424000000000003,0.40871999999999997,0.41562,0.43291,0.46058000000000004,0.4856,0.50549,0.53249,0.5404,0.5150399999999999,0.46766,0.40852,0.35026,0.31085,0.29599000000000003,0.31808000000000003,0.35925999999999997,0.39005,0.38996,0.38027,0.39424000000000003,0.40871999999999997,0.41562,0
476,0.61739,0.6381399999999999,0.6482,0.64736,0.63567,0.60444,0.54343,0.46733,0.38329,0.30272,0.2442,0.24165999999999999,0.31105,0.38345999999999997,0.44516999999999995,0.47841999999999996,0.49441,0.52983,0.56294,0.59043,0.61593,0.63669,0.64677,0.64595,0.63427,0.60302,0.54204,0.46596000000000004,0.38199,0.30164,0.24361,0.24243,0.31209000000000003,0.38459,0.44628,0.47953999999999997,0.49563,0.53115,0.5643199999999999,0.59186,4
3759,0.159,0.19837,0.2371,0.26933,0.30111,0.32468,0.32775,0.31789,0.29963,0.27631,0.25196999999999997,0.22411,0.19457,0.16371,0.14226,0.1238,0.12615,0.13079000000000002,0.12912,0.13196,0.15631,0.19566,0.23442,0.2666,0.29830999999999996,0.32184,0.32502,0.31517,0.29698,0.27378,0.24966999999999998,0.22216,0.19307,0.1628,0.14207,0.12545,0.12802,0.13280999999999998,0.13142,0.13444,5
427,0.43443000000000004,0.46203999999999995,0.48701000000000005,0.5068,0.5335300000000001,0.54159,0.51645,0.46911,0.40989,0.35122,0.31128,0.29575,0.31714000000000003,0.35811,0.38915,0.38923,0.37911999999999996,0.39284,0.40729,0.41416000000000003,0.43145,0.45918000000000003,0.48423,0.50425,0.5315,0.53925,0.5137,0.46628000000000003,0.40721,0.34934,0.31044,0.29623,0.31898000000000004,0.36036,0.3909,0.39065,0.38136,0.39558000000000004,0.41008,0.41702,0
784,0.43288999999999994,0.46056,0.48557,0.50547,0.53247,0.54038,0.51502,0.46763999999999994,0.4085,0.35024,0.31084,0.29599000000000003,0.31809,0.35928000000000004,0.39006,0.38997,0.38028,0.39426,0.40874,0.41565,0.43293000000000004,0.4606,0.48562,0.50551,0.53251,0.54042,0.5150600000000001,0.46768000000000004,0.40854,0.35026999999999997,0.31085,0.29598,0.31806,0.35924,0.39003000000000004,0.38995,0.38025,0.39421999999999996,0.40869,0.4156,0
5620,0.49461000000000005,0.50141,0.5091,0.51439,0.51102,0.48735,0.44023,0.38123,0.32623,0.29511,0.30194,0.35415,0.41631999999999997,0.47176999999999997,0.5141399999999999,0.51913,0.50012,0.5074,0.51044,0.5041800000000001,0.50138,0.50949,0.51763,0.52315,0.51962,0.49563999999999997,0.44841000000000003,0.38928,0.33344,0.3004,0.30356,0.35299,0.41431999999999997,0.46963,0.51288,0.52068,0.4998,0.5039600000000001,0.50671,0.49967,7
1454,0.52272,0.54797,0.56505,0.57158,0.56887,0.54738,0.49753000000000003,0.43343000000000004,0.36423,0.306,0.27426999999999996,0.28793,0.34303,0.39704,0.42377,0.43668,0.45091000000000003,0.4711,0.48578999999999994,0.50267,0.5273899999999999,0.55255,0.56952,0.57604,0.57329,0.55169,0.5017,0.43748000000000004,0.36794,0.30862,0.27485,0.28511,0.33938,0.39297,0.4195,0.43231,0.44666999999999996,0.46675,0.48128999999999994,0.49803000000000003,10
4848,0.43456999999999996,0.46218000000000004,0.48713999999999996,0.50692,0.53363,0.5417,0.51658,0.46924,0.41002,0.35131,0.31132,0.29573,0.31705,0.358,0.38906999999999997,0.38916999999999996,0.37901999999999997,0.39271,0.40715999999999997,0.41403,0.43132,0.45905,0.4841,0.50413,0.53141,0.53915,0.51357,0.46615,0.40709,0.34926,0.3104,0.29625,0.31906,0.36046,0.39098,0.39071999999999996,0.38145999999999997,0.39571,0.41021,0.41715,0
4868,0.58523,0.57714,0.5617800000000001,0.53862,0.51617,0.47246000000000005,0.40497,0.32761,0.27597,0.31087,0.3898,0.46653,0.53637,0.5915600000000001,0.60818,0.60488,0.60146,0.6039100000000001,0.59806,0.58992,0.58414,0.57609,0.5607800000000001,0.53768,0.5152399999999999,0.47148999999999996,0.40403,0.32674000000000003,0.27578,0.31144,0.39068,0.46747,0.5373600000000001,0.5924699999999999,0.609,0.6057100000000001,0.60247,0.60496,0.59915,0.59103,6
4900,0.21233000000000002,0.24428000000000002,0.27723000000000003,0.30435999999999996,0.33523000000000003,0.35181999999999997,0.34469,0.32266999999999996,0.29541,0.2751,0.26757,0.26750999999999997,0.2742,0.27978000000000003,0.26308000000000004,0.23851999999999998,0.22695,0.22116,0.20655,0.19783,0.21306999999999998,0.24495,0.27784000000000003,0.30496999999999996,0.33586,0.35248,0.34535,0.32332,0.29599000000000003,0.27545,0.26763000000000003,0.26723,0.27358000000000005,0.27891,0.26213000000000003,0.23754,0.22609,0.22032,0.2057,0.19702999999999998,3
5787,0.61611,0.6368699999999999,0.64695,0.6461399999999999,0.63446,0.6032,0.5422100000000001,0.46613000000000004,0.38215,0.30178,0.24369000000000002,0.24236,0.31198000000000004,0.38447,0.44616000000000006,0.47941999999999996,0.4955,0.531,0.56416,0.5916899999999999,0.61721,0.63795,0.6480100000000001,0.64717,0.63548,0.60426,0.5432600000000001,0.46716,0.38313,0.30258,0.24411,0.24174,0.31115,0.38358000000000003,0.44528999999999996,0.47855,0.49455,0.52998,0.5631,0.5906,4
5523,0.21239,0.24434,0.27728,0.30441,0.33528,0.35188,0.34474,0.32272,0.29546,0.27513000000000004,0.26757,0.26748,0.27415,0.2797,0.263,0.23844,0.22688000000000003,0.22109,0.20648000000000002,0.19776,0.21300999999999998,0.24489,0.27779,0.30491999999999997,0.33581,0.35241999999999996,0.3453,0.32327,0.29594000000000004,0.27542,0.26763000000000003,0.26726,0.27363000000000004,0.27898,0.26221,0.23761999999999997,0.22616,0.22039,0.20576999999999998,0.1971,3
5255,0.5273899999999999,0.55256,0.56953,0.57606,0.57331,0.55169,0.50169,0.43748000000000004,0.36794,0.30863,0.27487,0.28513,0.3394,0.39298,0.41949,0.4323,0.44668,0.46676000000000006,0.4813,0.49804,0.52273,0.54797,0.56505,0.57157,0.56885,0.54738,0.49753000000000003,0.43343999999999994,0.36423,0.30599,0.27425,0.28791,0.34302,0.39703,0.42378000000000005,0.43668999999999997,0.4509,0.47108,0.48578000000000005,0.50266,10
4806,0.43418,0.4618,0.48677,0.50658,0.5333600000000001,0.5413899999999999,0.5162100000000001,0.46887,0.40966,0.35106,0.3112,0.29579,0.3173,0.35831,0.38931,0.38936,0.37932,0.39308000000000004,0.40754,0.41441999999999996,0.43171000000000004,0.45942,0.48446999999999996,0.50437,0.53157,0.5393600000000001,0.51384,0.46643,0.40735,0.34942,0.31046,0.29618,0.31887,0.36023,0.39082,0.3906,0.38124,0.39543,0.40992,0.41686999999999996,0
1366,0.6160399999999999,0.6368,0.64688,0.6460600000000001,0.63438,0.60313,0.54214,0.46606000000000003,0.38209,0.30172,0.24366,0.24238,0.31201999999999996,0.38451,0.4462,0.47946000000000005,0.49555,0.5310600000000001,0.5642199999999999,0.5917600000000001,0.61728,0.63802,0.6480899999999999,0.6472399999999999,0.63555,0.60433,0.54332,0.46723000000000003,0.38319000000000003,0.30263,0.24415,0.24170999999999998,0.31112,0.38354,0.44525,0.47851000000000005,0.4945,0.52993,0.56304,0.59054,4
5111,0.49792,0.50545,0.51339,0.51883,0.51537,0.4915,0.4443,0.38524,0.32985,0.29782,0.30285,0.35373000000000004,0.41548999999999997,0.4709,0.51374,0.5201,0.50002,0.5058199999999999,0.5087,0.5020100000000001,0.49818,0.50565,0.51356,0.5189199999999999,0.51548,0.4917,0.44454,0.38547,0.32998,0.29779,0.30262,0.35336999999999996,0.41508999999999996,0.47046000000000004,0.5133300000000001,0.51978,0.49968,0.50545,0.50836,0.50171,7
5305,0.47296000000000005,0.46512,0.44935,0.4277,0.40591,0.36746999999999996,0.31126,0.2473,0.18505,0.165,0.21005,0.27153,0.33198,0.38772,0.43076000000000003,0.44727,0.44745,0.46258999999999995,0.47353999999999996,0.47691999999999996,0.47503,0.46715,0.45132,0.42955,0.40776,0.36938000000000004,0.31313,0.2491,0.18649000000000002,0.16479000000000002,0.20854,0.26982,0.33016999999999996,0.38584,0.42896999999999996,0.44551999999999997,0.44555,0.46057,0.47148,0.47484,1
3408,0.49813999999999997,0.50562,0.51353,0.51891,0.51547,0.49167,0.44451,0.38544,0.32997,0.2978,0.30266,0.35343,0.41516000000000003,0.47053,0.5134,0.51985,0.49973999999999996,0.50551,0.50842,0.5017699999999999,0.49796999999999997,0.50548,0.51342,0.51885,0.51539,0.49153,0.44433999999999996,0.38527,0.32987,0.29780999999999996,0.30280999999999997,0.35366,0.41541999999999996,0.47081999999999996,0.51367,0.52004,0.49996,0.50576,0.50864,0.5019600000000001,7
4753,0.52269,0.54793,0.56501,0.57153,0.56882,0.54735,0.4975,0.43341,0.3642,0.30596999999999996,0.27425,0.28794000000000003,0.34305,0.39708000000000004,0.42383000000000004,0.43673999999999996,0.45093999999999995,0.47113,0.48582,0.5027,0.5274300000000001,0.5526,0.5695600000000001,0.5761,0.57334,0.55172,0.5017199999999999,0.43751,0.36796,0.30865,0.27487,0.2851,0.33936,0.39294,0.41944,0.43225,0.44664,0.46671999999999997,0.48126,0.498,10
5693,0.28201,0.27948,0.27185,0.25578,0.23661999999999997,0.21141,0.17329,0.15715,0.21194000000000002,0.28954,0.36659,0.43871000000000004,0.5058699999999999,0.56682,0.61853,0.64641,0.6501600000000001,0.65474,0.66699,0.6721699999999999,0.66951,0.65872,0.63984,0.62026,0.59458,0.54748,0.4841,0.41276,0.33728,0.26384,0.20365,0.16960999999999998,0.19341,0.2379,0.26688,0.27368000000000003,0.28276999999999997,0.29764,0.30351999999999996,0.30336,1
2162,0.49791,0.50544,0.5133800000000001,0.51883,0.51537,0.49149,0.44428999999999996,0.38524,0.32985,0.29782,0.30285,0.35373000000000004,0.4155,0.4709,0.51375,0.5201100000000001,0.50003,0.50583,0.5087,0.50202,0.49818999999999997,0.50565,0.51356,0.5189199999999999,0.51549,0.4917,0.44455,0.38547,0.32999,0.2978,0.30262,0.35336,0.41508999999999996,0.47045,0.51332,0.51978,0.49968,0.50545,0.50835,0.5017,7
6120,0.5171399999999999,0.5464100000000001,0.56612,0.57535,0.58538,0.56929,0.52862,0.4708,0.39988,0.32476,0.26469000000000004,0.24179,0.26728,0.31673,0.35869,0.38627,0.40823000000000004,0.43481000000000003,0.45831000000000005,0.48473999999999995,0.51685,0.5461,0.56579,0.57504,0.58504,0.56891,0.5282399999999999,0.47043999999999997,0.39953,0.32445,0.2645,0.24179,0.26744,0.31690999999999997,0.3588,0.38636,0.4084,0.43501000000000006,0.45855,0.485,9
1871,0.29959,0.34373000000000004,0.38508000000000003,0.41813999999999996,0.45047,0.47043999999999997,0.46186000000000005,0.4354,0.39714,0.35266,0.307,0.25964,0.21643,0.19313,0.21123000000000003,0.21941,0.22826,0.25095,0.27444,0.29623,0.33129000000000003,0.37577,0.4167,0.44855,0.47978000000000004,0.49963,0.49323,0.4669,0.42828,0.38113,0.33274000000000004,0.28183,0.23345,0.19247,0.19742,0.2066,0.20940999999999999,0.22785,0.24999000000000002,0.26893,2
6306,0.49798000000000003,0.5055,0.51344,0.5188699999999999,0.51542,0.49155,0.44435,0.38529,0.32989,0.29782,0.30280999999999997,0.35367,0.41541999999999996,0.47081999999999996,0.51367,0.52004,0.49995,0.50575,0.50863,0.50195,0.49812,0.5056,0.51351,0.51889,0.51545,0.49165,0.4445,0.38542,0.32995,0.29779,0.30266,0.35343,0.41516000000000003,0.47053,0.5134,0.51984,0.49973999999999996,0.50552,0.50843,0.50178,7
